O3,Rad_Avg,Radiation
42.098597222222224,630.2644656679151,Radiation 3
44.56038888888889,659.373537772087,Radiation 3
50.77761805555556,485.72543456162646,Radiation 2
50.88180555555556,422.33630100755664,Radiation 2
52.67316666666667,449.4365586034913,Radiation 2
50.357875,393.3348205771644,Radiation 2
46.95279166666667,392.5653210332104,Radiation 2
41.35171527777778,345.9583585858586,Radiation 2
44.57420138888889,452.28029987608426,Radiation 2
44.63125,400.5215531914894,Radiation 2
47.64417361111112,586.7699506781751,Radiation 3
36.44812872467223,397.3687151898735,Radiation 2
46.36608993902439,180.4219492385787,Radiation 1
46.613937500000006,503.9943180693069,Radiation 3
45.31896527777778,407.45275,Radiation 2
48.07225694444445,449.3008452237001,Radiation 2
50.62408333333333,354.1508051470588,Radiation 2
45.812041666666666,400.42493773349935,Radiation 2
49.121090277777775,432.487481707317,Radiation 2
38.442125,331.4047229813665,Radiation 2
44.47498611111112,532.6010277108434,Radiation 3
24.28945091514143,352.6124522821577,Radiation 2
43.86094444444445,607.3598472906403,Radiation 3
51.76501388888889,605.5057121771217,Radiation 3
50.53036111111111,628.1557985166874,Radiation 3
47.22839583333333,597.2142638398116,Radiation 3
49.99317361111111,642.3809289215686,Radiation 3
45.39443055555556,477.5219063583816,Radiation 2
43.06645138888889,494.62054360812425,Radiation 2
43.40754861111111,553.6606971916972,Radiation 3
46.80977777777778,626.3244577723378,Radiation 3
43.47030555555556,562.4588417177914,Radiation 3
45.44541666666667,606.5521228501228,Radiation 3
45.59886805555555,570.2643990208079,Radiation 3
48.23558333333334,645.4188214285714,Radiation 3
50.8070625,623.3353223039215,Radiation 3
42.99051112656468,575.0084112607099,Radiation 3
39.696125,588.9741009852216,Radiation 3
39.475208333333335,445.66748768472905,Radiation 2
34.802083333333336,547.1736233128835,Radiation 3
41.97205555555556,556.8108333333333,Radiation 3
45.95,554.6141540342298,Radiation 3
42.8440625,491.576152811736,Radiation 2
42.05464583333333,576.8377765567766,Radiation 3
42.29879861111111,535.4194089264174,Radiation 3
41.02654861111111,545.9295055079559,Radiation 3
35.668909722222224,483.63316525934863,Radiation 2
32.44148611111111,201.1887761529809,Radiation 1
36.39019444444444,380.5403862612613,Radiation 2
41.2050625,369.1818019093079,Radiation 2
21.114088397790056,483.8610444352299,Radiation 2
19.109270833333333,364.1099115479116,Radiation 2
32.95679166666667,397.1803447461629,Radiation 2
38.33725694444445,441.9767992610838,Radiation 2
35.238729166666666,364.49213212121214,Radiation 2
47.904465277777774,419.6799849537037,Radiation 2
40.25185416666667,465.151687426557,Radiation 2
28.80428472222222,422.7008742586002,Radiation 2
26.203569444444444,430.935332103321,Radiation 2
38.01149305555556,430.6742742857143,Radiation 2
33.164145833333336,390.679824137931,Radiation 2
40.288243055555554,466.06003695652174,Radiation 2
42.909333333333336,518.3273301775148,Radiation 3
47.542125000000006,559.9601805392731,Radiation 3
41.57513194444444,459.6313006134969,Radiation 2
42.71929166666666,497.2719777777778,Radiation 2
45.58594444444444,591.29964749082,Radiation 3
35.782520833333336,418.2809987775061,Radiation 2
43.981625,387.3045792410714,Radiation 2
50.90334722222223,547.717625146886,Radiation 3
43.22997216423104,565.7463102595798,Radiation 3
37.51790277777778,459.628695970696,Radiation 2
35.121875,348.0938574938575,Radiation 2
32.768819444444446,342.2387041198502,Radiation 2
24.74651388888889,288.6865254658385,Radiation 1
24.029611111111112,267.4110035842294,Radiation 1
35.007083333333334,205.6021714922049,Radiation 1
33.40092361111111,448.6227388059701,Radiation 2
20.68875945537065,458.6657785467128,Radiation 2
26.242395833333337,396.1997892215569,Radiation 2
38.20175694444444,544.2723919716647,Radiation 3
33.601256944444444,493.6172421185372,Radiation 2
20.20654861111111,285.0158181818182,Radiation 1
23.703125,448.8889916864608,Radiation 2
24.30340277777778,329.5931658595642,Radiation 2
21.88284942084942,422.91597757847535,Radiation 2
36.13798611111111,534.7157568578554,Radiation 3
38.20926388888888,578.8393957816378,Radiation 3
35.13959027777778,545.7948842652796,Radiation 3
34.97728472222222,420.9406779661017,Radiation 2
60.749,570.9270117647059,Radiation 3
44.13373611111111,388.23733164556967,Radiation 2
36.554402777777774,430.38442118226607,Radiation 2
30.77636805555556,481.1566544766709,Radiation 2
30.354597222222225,488.6196842105263,Radiation 2
18.99336805555556,300.6071948842875,Radiation 2
18.93221527777778,385.2968167539267,Radiation 2
23.778194444444445,395.226468401487,Radiation 2
29.56352777777778,229.35005283505157,Radiation 1
26.71140972222222,319.36407875000003,Radiation 2
33.59127083333333,416.1697299630087,Radiation 2
31.95534722222222,484.1488390804598,Radiation 2
27.448347222222225,501.40601277139206,Radiation 3
29.207173611111116,515.9793959390863,Radiation 3
33.41251388888889,502.4651946222791,Radiation 3
29.07413194444445,406.7679369369369,Radiation 2
22.71313888888889,443.927333767927,Radiation 2
30.51480086893556,390.73920263788966,Radiation 2
31.2826875,393.608024360536,Radiation 2
37.63666666666667,452.35836561743344,Radiation 2
42.66342361111112,492.76658096415326,Radiation 2
34.462409722222226,385.3432329113924,Radiation 2
31.37092361111111,414.3100865139949,Radiation 2
30.402270833333333,386.070907063197,Radiation 2
26.88835416666667,367.63864129032254,Radiation 2
30.03416550764951,532.2254584980237,Radiation 3
32.78840972222222,644.1553350923483,Radiation 3
32.40528472222222,605.9056440677966,Radiation 3
36.23313888888889,632.986370712401,Radiation 3
33.48708333333333,626.1016996047431,Radiation 3
40.152791666666666,491.06172037283625,Radiation 2
39.56527083333333,632.0100624169986,Radiation 3
33.72535416666667,419.2675936675462,Radiation 2
33.16647916666667,483.6267596513076,Radiation 2
30.418875,293.7362036793692,Radiation 1
31.093493055555555,528.9247425227568,Radiation 3
29.13805555555556,598.8531347708895,Radiation 3
29.165444444444443,521.2062141900938,Radiation 3
32.69744444444444,592.9865213333334,Radiation 3
34.168909722222224,583.3367586666667,Radiation 3
28.965541666666663,611.70250132626,Radiation 3
30.461305555555555,609.4400091623037,Radiation 3
29.1420625,617.592796812749,Radiation 3
31.435319444444445,572.1579166666667,Radiation 3
33.832874999999994,612.6741064690027,Radiation 3
34.30513194444445,603.7912416998672,Radiation 3
16.190994475138123,483.8610444352299,Radiation 2
34.525691452397496,475.1581434426229,Radiation 2
37.92851388888889,512.7824931506849,Radiation 3
33.25427777777778,315.5557913486005,Radiation 2
23.04182638888889,429.7257399463807,Radiation 2
23.52146527777778,534.9044027027027,Radiation 3
33.71615277777778,360.2878108108108,Radiation 2
29.162694444444444,363.59387001287,Radiation 2
35.870263888888886,351.1732271505376,Radiation 2
22.325222222222223,206.270958677686,Radiation 1
17.497222222222224,299.2048443037975,Radiation 1
15.60669097222222,236.87783933518003,Radiation 1
13.928822299651568,505.4228593103448,Radiation 3
19.258461805555555,479.056431911967,Radiation 2
27.30856050069541,394.51949370629376,Radiation 2
29.82270833333333,450.53848373983743,Radiation 2
37.38441666666667,472.78675139664807,Radiation 2
31.155881944444445,468.0155896358543,Radiation 2
30.743368055555557,373.65510292072327,Radiation 2
28.373631944444444,252.4355007173601,Radiation 1
23.25568055555556,395.270573816156,Radiation 2
19.3663125,446.70907290233833,Radiation 2
15.549097222222224,484.0889236111112,Radiation 2
16.2088125,480.3513236111111,Radiation 2
19.53570138888889,461.7196367403315,Radiation 2
18.174041666666668,191.96214002828856,Radiation 1
10.572917827298047,300.8353936464089,Radiation 2
14.35184850590688,382.3765658263305,Radiation 2
25.13354355400697,494.3232078103208,Radiation 2
25.64980448950036,513.7611097046413,Radiation 3
31.531659722222223,509.5534936886396,Radiation 3
31.371569444444443,504.29997017045457,Radiation 3
32.98795833333334,529.226247538678,Radiation 3
33.373555555555555,569.2261294452347,Radiation 3
37.62560806115358,562.2830171184023,Radiation 3
33.23253472222222,503.0224165497896,Radiation 3
38.457125000000005,483.0934814814815,Radiation 2
38.96289583333333,519.1976447931527,Radiation 3
29.874208333333332,330.4405501432665,Radiation 2
21.734222222222225,373.1528706896552,Radiation 2
20.425317959468902,338.7504173913043,Radiation 2
16.184617258176758,409.0674878744651,Radiation 2
20.742756944444444,343.0709985693848,Radiation 2
21.65880555555556,463.5141090387374,Radiation 2
24.4300625,543.6526083815029,Radiation 3
32.456875000000004,545.2941233859398,Radiation 3
40.18366666666667,537.3728651362984,Radiation 3
39.71960416666667,545.6932376811594,Radiation 3
34.48417361111111,518.682877318117,Radiation 3
33.14384027777778,501.347523943662,Radiation 3
32.88072916666667,383.9402741477272,Radiation 2
17.2278517397882,269.2678149606299,Radiation 1
17.184868055555555,285.0513019145803,Radiation 1
15.048225694444444,319.89082148040643,Radiation 2
25.583901408450703,208.99759023066483,Radiation 1
19.92018055555556,210.73586558345644,Radiation 1
20.798784722222223,200.2668609929078,Radiation 1
23.19620833333333,254.3047476255088,Radiation 1
14.319409722222222,88.59920169252469,Radiation 1
17.789777777777775,382.1698091168091,Radiation 2
21.48265277777778,373.5553697841726,Radiation 2
25.049916666666665,326.98995588235294,Radiation 2
21.80946527777778,137.97798372781065,Radiation 1
18.884631944444443,363.9878719772404,Radiation 2
19.568284722222224,271.8375110782865,Radiation 1
14.627116052814454,170.6642564102564,Radiation 1
20.282835302293257,352.64292898550724,Radiation 2
21.248860319666434,395.3463073593073,Radiation 2
29.140208333333334,488.8227196531792,Radiation 2
37.62855555555556,505.1168184480234,Radiation 3
34.13065972222223,480.2209546120058,Radiation 2
42.00321527777778,490.66058176555714,Radiation 2
44.97535416666667,456.883025147929,Radiation 2
35.139854166666666,458.2854382352941,Radiation 2
34.65788194444444,416.146892086331,Radiation 2
31.327361111111117,422.7052803468208,Radiation 2
24.286708333333333,339.1661088235294,Radiation 2
25.66252083333333,101.4075614814815,Radiation 1
22.762666666666664,383.9136526772793,Radiation 2
23.325229166666663,522.8089281524927,Radiation 3
27.85879166666667,520.0686759124088,Radiation 3
23.64385952208544,449.7488318584071,Radiation 2
29.35556944444444,507.73204565537554,Radiation 3
28.373055555555556,452.337564469914,Radiation 2
25.192409722222223,525.3089207048458,Radiation 3
22.526027777777777,511.1258516405136,Radiation 3
22.873069444444447,476.731866851595,Radiation 2
21.196875,515.4793913043478,Radiation 3
16.354479166666668,136.23846402349486,Radiation 1
17.027291666666667,391.42855070422536,Radiation 2
19.806125,392.3393575581395,Radiation 2
22.59813888888889,497.4446566523605,Radiation 2
21.193416666666668,490.22250972222224,Radiation 2
24.81572222222222,464.9381207386363,Radiation 2
25.92910416666667,412.0821125356125,Radiation 2
25.16539583333333,342.5730915697675,Radiation 2
26.123548611111115,531.7170647482014,Radiation 3
27.909770833333333,530.2850598540145,Radiation 3
27.167145833333336,460.5610759124088,Radiation 2
33.36979320531758,393.7504751655629,Radiation 2
36.58883089770355,343.6679866863905,Radiation 2
32.025777777777776,207.25856168359945,Radiation 1
30.56284722222222,314.9594417009602,Radiation 2
25.104875,371.7422442528736,Radiation 2
23.709993055555557,524.4589845070423,Radiation 3
25.29263888888889,539.9662918454936,Radiation 3
24.49093055555556,530.8662248275862,Radiation 3
22.230256944444445,534.8165337078651,Radiation 3
24.762416666666663,559.1667731811698,Radiation 3
31.744728457639397,465.3394985422741,Radiation 2
30.100694444444443,260.6792577903683,Radiation 1
27.539583333333333,497.7221792318634,Radiation 2
35.753236111111114,574.7568008474576,Radiation 3
36.71118055555556,589.8510416068866,Radiation 3
45.00276388888889,580.2753166904422,Radiation 3
42.50246527777778,588.3870071022727,Radiation 3
42.22634027777778,561.277604815864,Radiation 3
40.31036805555556,587.8575241477273,Radiation 3
38.49885416666667,581.0311285310735,Radiation 3
34.491166666666665,580.3757264957266,Radiation 3
32.07825,564.7215345303867,Radiation 3
28.6599375,447.0006230440968,Radiation 2
36.17859722222222,416.81142755681816,Radiation 2
30.55161805555556,301.4417241867044,Radiation 2
33.233645833333334,405.0468025210084,Radiation 2
25.9076875,304.86452341597794,Radiation 2
26.71636805555556,328.2676002372479,Radiation 2
32.876201388888894,581.8800607734806,Radiation 3
45.484631944444445,603.4903653585927,Radiation 3
52.02514583333334,618.2284916201118,Radiation 3
48.33290277777778,617.1827240896359,Radiation 3
57.25498611111111,610.2950250347706,Radiation 3
61.173902777777776,624.6548418079096,Radiation 3
57.80980555555555,605.9731460674158,Radiation 3
52.135645833333335,593.7955773480663,Radiation 3
36.00194675540765,293.65960655737706,Radiation 1
40.048145833333336,612.5111143250689,Radiation 3
41.41460416666666,602.0040359116023,Radiation 3
38.88227083333334,619.8217872928177,Radiation 3
38.95588888888889,619.0170835616439,Radiation 3
37.63310416666666,628.0902660300136,Radiation 3
39.93408333333333,627.0104439890711,Radiation 3
39.06909722222223,651.2027479338843,Radiation 3
40.37890972222222,633.5640336021505,Radiation 3
38.0923125,631.4475503355704,Radiation 3
35.65232638888889,632.5966364864864,Radiation 3
35.876756944444445,623.3287862903226,Radiation 3
40.032868055555554,602.4424342629482,Radiation 3
40.04170138888889,591.4839056603773,Radiation 3
33.581867219917015,0.046,Radiation 1
41.92834027777778,574.3730487483531,Radiation 3
33.664145833333336,596.9561197368421,Radiation 3
32.006076388888886,617.7329297573435,Radiation 3
38.40700694444444,648.5796939313984,Radiation 3
32.24795833333333,642.2735124835742,Radiation 3
34.71211805555556,660.3957542706964,Radiation 3
42.74701388888889,587.1089239842726,Radiation 3
39.27136111111111,541.8935025641025,Radiation 3
38.35505555555555,621.2204826732674,Radiation 3
31.59933333333333,622.7621346153846,Radiation 3
32.05447222222222,602.36010546875,Radiation 3
36.42123611111112,558.0005520833333,Radiation 3
48.24828472222222,611.6587298701298,Radiation 3
53.41093055555556,607.6900567741935,Radiation 3
48.93819444444444,573.7378279009126,Radiation 3
44.66847916666666,616.903623559539,Radiation 3
47.503395833333336,586.4493943298969,Radiation 3
47.19511111111112,479.4951095360825,Radiation 2
45.66423611111111,454.3438028169014,Radiation 2
45.43418055555556,501.192344516129,Radiation 3
50.93453472222222,509.8514529485571,Radiation 3
47.33742477256823,472.9424375,Radiation 2
45.61479166666667,522.7335690537085,Radiation 3
51.32558333333333,551.3999078282828,Radiation 3
49.54078472222222,521.6425492957746,Radiation 3
47.31720833333333,420.11525191815855,Radiation 2
50.49930555555556,625.0149397435897,Radiation 3
46.102284722222215,601.6695754475703,Radiation 3
37.15773480662983,483.8610444352299,Radiation 2
